Date,Open,High,Low,Close,Adj Close,Volume
2004-10-01,80.000000,81.970001,73.309998,77.570000,47.492939,79285100
2004-11-01,77.500000,82.900002,75.059998,79.589996,48.729710,68914100
2004-12-01,79.500000,83.029999,78.129997,82.070000,50.470314,70244600
2005-01-01,82.169998,85.500000,80.730003,84.360001,51.878590,73968800
2005-02-01,84.349998,86.980003,82.949997,83.940002,51.620289,48467900
2005-03-01,83.949997,87.449997,83.519997,85.690002,52.961109,55305300
2005-04-01,86.000000,86.209999,74.949997,76.470001,47.262646,73551700
2005-05-01,76.470001,79.230003,75.089996,76.650002,47.373890,55751100
2005-06-01,76.779999,78.550003,72.250000,72.300003,44.930408,72349500
2005-07-01,72.309998,76.739998,71.029999,75.000000,46.608273,73146300
2005-08-01,75.099998,75.489998,70.410004,71.150002,44.215748,69923400
2005-09-01,71.400002,74.580002,70.610001,73.360001,45.857883,59917000
2005-10-01,73.260002,76.480003,69.709999,75.980003,47.495678,67228900
2005-11-01,75.500000,79.379997,74.400002,78.480003,49.058437,59215100
2005-12-01,78.769997,79.839996,73.470001,77.500000,48.704014,51305400
2006-01-01,77.760002,79.830002,71.959999,72.750000,45.718929,62966600
2006-02-01,72.300003,74.660004,70.300003,73.589996,46.246838,56144800
2006-03-01,74.190002,78.739998,71.540001,75.690002,47.867367,69525500
2006-04-01,75.970001,85.900002,75.760002,85.430000,54.027065,74722900
2006-05-01,85.510002,88.349998,82.589996,83.660004,52.907688,66865200
2006-06-01,83.660004,85.230003,78.610001,80.769997,51.352291,59995700
2006-07-01,81.150002,81.599998,67.050003,70.400002,44.759201,127175600
2006-08-01,70.000000,72.000000,68.180000,71.699997,45.585735,77912000
2006-09-01,71.739998,75.370003,70.589996,74.419998,47.622353,63929200
2006-10-01,74.699997,80.879997,73.000000,78.839996,50.450756,61557000
2006-11-01,78.830002,81.949997,78.120003,81.459999,52.127300,49316900
2006-12-01,81.550003,81.550003,77.349998,77.930000,50.151917,59004100
2007-01-01,77.529999,79.879997,73.089996,74.300003,47.815826,69810800
2007-02-01,74.750000,77.430000,73.519997,74.080002,47.674240,82014000
2007-03-01,74.000000,78.160004,72.900002,76.430000,49.496819,83454100
2007-04-01,76.440002,83.250000,75.910004,82.769997,53.602688,76926300
2007-05-01,82.769997,89.029999,82.160004,87.959999,56.963764,87362900
2007-06-01,87.949997,88.489998,84.400002,86.790001,56.520920,67679800
2007-07-01,87.290001,92.320000,87.070000,88.919998,57.908047,78773800
2007-08-01,88.940002,91.510002,83.209999,90.989998,59.256115,95588700
2007-09-01,90.959999,93.980003,87.209999,93.580002,61.275322,65166600
2007-10-01,93.839996,97.000000,84.080002,86.360001,56.547710,98091500
2007-11-01,86.070000,86.279999,78.980003,83.260002,54.517868,99222200
2007-12-01,83.430000,88.699997,81.599998,84.320000,55.538223,70075800
2008-01-01,84.239998,84.760002,72.050003,79.650002,52.462296,110132700
2008-02-01,79.790001,81.650002,77.820000,78.400002,51.638981,67783000
2008-03-01,78.160004,81.680000,75.239998,79.150002,52.461483,84367000
2008-04-01,79.610001,83.220001,76.459999,76.900002,50.970158,87562900
2008-05-01,76.940002,79.889999,75.500000,77.559998,51.407600,76437900
2008-06-01,77.410004,77.610001,68.610001,69.589996,46.424408,98023400
2008-07-01,68.660004,72.769997,67.260002,70.389999,46.958084,111622500
2008-08-01,70.529999,74.680000,69.349998,71.599998,47.765305,78918100
2008-09-01,72.379997,74.709999,65.510002,68.309998,45.892277,139001400
2008-10-01,67.669998,68.309998,50.009998,64.300003,43.198273,226637300
2008-11-01,63.560001,67.470001,56.250000,66.930000,44.965160,149733100
2008-12-01,64.949997,66.250000,53.590000,57.540001,38.970158,145711300
2009-01-01,57.549999,59.810001,52.310001,53.790001,36.430382,103623600
2009-02-01,52.790001,54.660000,45.169998,45.459999,30.788715,130140500
2009-03-01,44.619999,51.130001,40.869999,49.720001,34.039993,157046900
2009-04-01,48.950001,58.980000,48.720001,57.599998,39.434895,116948000
2009-05-01,57.560001,60.230000,55.230000,57.099998,39.092579,89372800
2009-06-01,57.900002,61.459999,56.610001,60.099998,41.505264,96293200
2009-07-01,60.310001,71.389999,57.810001,70.519997,48.701351,108891900
2009-08-01,71.800003,73.500000,69.260002,72.099998,49.792503,87303100
2009-09-01,71.809998,76.000000,69.889999,73.800003,51.338707,72538600
2009-10-01,73.559998,79.250000,71.620003,73.570000,51.178719,82528000
2009-11-01,73.860001,79.000000,73.349998,77.440002,53.870872,59750400
2009-12-01,77.849998,84.320000,76.000000,82.669998,57.883823,80368700
2010-01-01,83.089996,85.169998,79.110001,80.489998,56.357418,75208100
2010-02-01,80.839996,81.760002,77.250000,80.150002,56.119392,75020400
2010-03-01,80.570000,84.500000,80.349998,83.570000,58.898232,91066100
2010-04-01,83.870003,90.250000,82.690002,88.669998,62.492619,96407000
2010-05-01,89.190002,90.519997,68.959999,79.309998,55.895878,109573600
2010-06-01,78.720001,83.000000,72.720001,78.989998,56.020409,114407500
2010-07-01,79.059998,87.480003,77.040001,85.540001,60.665722,89556700
2010-08-01,86.800003,88.379997,78.400002,78.550003,55.708359,74721100
2010-09-01,79.510002,88.000000,79.290001,86.709999,61.881851,64059700
2010-10-01,87.379997,91.489998,83.800003,84.220001,60.104832,82038100
2010-11-01,84.570000,87.870003,83.000000,83.980003,59.933548,85344700
2010-12-01,85.419998,87.820000,83.230003,86.300003,61.975471,77138400
2011-01-01,86.750000,90.500000,85.629997,87.919998,63.138866,70774300
2011-02-01,88.019997,93.650002,87.440002,92.230003,66.234039,66069700
2011-03-01,92.190002,94.160004,86.910004,93.500000,67.549904,80777700
2011-04-01,93.529999,97.500000,90.580002,97.209999,70.230240,64783900
2011-05-01,97.580002,97.949997,91.379997,94.379997,68.185684,66189800
2011-06-01,94.330002,95.059998,90.190002,94.849998,68.929169,67513900
2011-07-01,94.830002,98.190002,86.599998,87.139999,63.326183,86582100
2011-08-01,87.980003,88.169998,76.500000,82.980003,60.303028,150664200
2011-09-01,83.019997,83.949997,71.709999,71.790001,52.522774,116304100
2011-10-01,71.129997,82.400002,68.629997,79.019997,57.812351,113482500
2011-11-01,77.889999,83.099998,75.489998,81.040001,59.290245,94894200
2011-12-01,81.250000,82.800003,77.510002,81.730003,60.217548,79927400
2012-01-01,83.760002,87.989998,82.699997,86.709999,63.886730,70287500
2012-02-01,87.519997,88.459999,86.690002,87.599998,64.542480,56589900
2012-03-01,87.720001,90.000000,84.830002,89.209999,66.172394,60428600
2012-04-01,88.790001,89.750000,84.440002,89.360001,66.283669,54391500
2012-05-01,89.129997,89.949997,82.949997,84.410004,62.611984,59884200
2012-06-01,83.050003,89.599998,81.989998,89.599998,66.921997,65465700
2012-07-01,89.290001,92.080002,85.339996,91.230003,68.139404,65037800
2012-08-01,91.650002,94.300003,89.230003,92.599998,69.162674,48767200
2012-09-01,92.029999,94.099998,90.459999,92.419998,69.467964,65053500
2012-10-01,92.900002,95.459999,87.410004,87.599998,65.844971,68655700
2012-11-01,87.940002,91.970001,86.739998,90.949997,68.363037,58270800
2012-12-01,91.410004,94.139999,89.599998,92.849998,70.253937,54850200
2013-01-01,94.190002,101.949997,93.959999,100.550003,76.080070,62614800
2013-02-01,101.440002,104.559998,100.580002,104.000000,78.690453,47905000
2013-03-01,103.389999,106.879997,102.589996,106.309998,80.935051,50128700
2013-04-01,106.000000,108.720001,102.889999,104.709999,79.716949,67230500
2013-05-01,104.779999,112.379997,104.419998,110.269997,83.949821,62323200
2013-06-01,110.699997,113.250000,107.150002,109.349998,83.724075,53296100
2013-07-01,108.370003,118.599998,108.209999,117.430000,89.910553,52519700
2013-08-01,118.379997,119.260002,112.360001,113.580002,86.962799,44047400
2013-09-01,114.570000,122.269997,112.849998,119.410004,91.932312,53217500
2013-10-01,119.690002,126.379997,116.650002,125.849998,96.890388,54356200
2013-11-01,126.760002,134.160004,124.860001,133.509995,102.787720,45827900
2013-12-01,131.669998,140.429993,125.150002,140.250000,108.506615,73382000
2014-01-01,138.050003,139.289993,126.419998,128.190002,99.176178,60369400
2014-02-01,128.220001,135.199997,123.610001,134.729996,104.235939,62329700
2014-03-01,133.070007,135.869995,129.699997,135.660004,105.645073,60219300
2014-04-01,135.880005,139.520004,132.020004,139.089996,108.316177,52411200
2014-05-01,139.500000,143.369995,138.649994,142.550003,111.010666,48494200
2014-06-01,142.270004,145.529999,141.610001,143.240005,112.232285,35654200
2014-07-01,143.410004,146.429993,140.600006,140.889999,110.390991,43313100
2014-08-01,140.149994,145.389999,138.429993,144.000000,112.827774,41032800
2014-09-01,143.300003,147.869995,140.660004,141.679993,111.671898,51777700
2014-10-01,141.160004,154.440002,130.600006,153.770004,121.201195,84979600
2014-11-01,153.139999,160.860001,152.979996,160.089996,126.182617,41063300
2014-12-01,158.350006,168.160004,155.589996,164.320007,130.211838,53439800
2015-01-01,164.710007,166.570007,157.740005,162.300003,128.611160,54725300
2015-02-01,162.119995,169.979996,160.889999,168.649994,133.643097,37365500
2015-03-01,168.160004,170.500000,161.210007,164.949997,131.524155,48144100
2015-04-01,164.289993,167.699997,156.009995,156.389999,124.698723,53240700
2015-05-01,156.789993,163.770004,156.550003,159.080002,126.843605,42817400
2015-06-01,159.100006,160.869995,153.919998,154.300003,123.810280,48517200
2015-07-01,156.130005,157.940002,147.699997,151.339996,121.435127,54769600
2015-08-01,150.789993,153.240005,134.000000,142.139999,114.053047,59225400
2015-09-01,139.479996,145.550003,135.389999,141.770004,114.547836,65251700
2015-10-01,142.210007,158.679993,138.570007,157.210007,127.023079,54367800
2015-11-01,157.509995,160.089996,155.600006,156.580002,126.514099,42405000
2015-12-01,156.410004,158.690002,146.690002,150.639999,122.514359,61116800
2016-01-01,148.050003,151.000000,134.639999,151.000000,122.807144,63783100
2016-02-01,149.330002,159.500000,146.050003,156.869995,127.581177,52788500
2016-03-01,158.750000,167.500000,157.610001,166.630005,136.498032,48587700
2016-04-01,165.630005,170.770004,164.649994,167.380005,137.112427,38822200
2016-05-01,167.300003,171.270004,163.169998,168.320007,137.882446,36443000
2016-06-01,167.779999,175.139999,165.160004,175.119995,144.407959,46954200
2016-07-01,175.139999,182.270004,173.509995,178.360001,147.079773,38585200
2016-08-01,177.080002,181.470001,177.080002,179.240005,147.805435,30878700
2016-09-01,179.309998,181.660004,174.389999,176.229996,146.228867,38143300
2016-10-01,175.330002,175.949997,165.110001,165.300003,137.159531,41884100
2016-11-01,165.399994,175.509995,163.850006,171.740005,142.503220,43844700
2016-12-01,171.639999,180.059998,171.089996,178.570007,149.120468,38974700
2017-01-01,178.830002,180.000000,173.809998,174.820007,145.988907,37982900
2017-02-01,175.169998,188.410004,173.550003,186.350006,155.617401,38913300
2017-03-01,188.080002,193.500000,188.009995,191.330002,160.816635,44760300
2017-04-01,191.869995,197.119995,188.619995,195.830002,164.598984,34994300
2017-05-01,195.500000,204.470001,193.539993,204.470001,171.861069,40020700
2017-06-01,204.250000,214.570007,203.679993,208.190002,176.032928,40515600
2017-07-01,209.139999,213.410004,197.169998,201.169998,170.097198,35520800
2017-08-01,202.289993,208.630005,201.330002,204.320007,172.760666,34874400
2017-09-01,204.610001,214.649994,200.509995,209.899994,178.499542,35746200
2017-10-01,210.729996,238.899994,210.029999,230.190002,195.754257,46169500
2017-11-01,231.000000,243.449997,226.039993,243.139999,206.766968,34753400
2017-12-01,243.190002,244.229996,234.279999,235.369995,201.169083,38798800
2018-01-01,235.779999,259.769989,232.809998,250.500000,214.100616,49095800
2018-02-01,247.440002,250.089996,218.179993,235.509995,201.288757,58411400
2018-03-01,236.149994,243.100006,214.729996,219.520004,188.728546,55656900
2018-04-01,218.050003,221.690002,194.179993,194.389999,167.123474,67396900
2018-05-01,194.029999,206.039993,191.440002,197.229996,169.565079,64993100
2018-06-01,198.750000,206.789993,193.639999,196.720001,170.283325,52817200
2018-07-01,195.460007,212.779999,190.570007,212.320007,183.786926,51342100
2018-08-01,210.979996,211.720001,197.110001,210.919998,182.575058,39291800
2018-09-01,210.550003,217.869995,205.899994,210.710007,183.615829,45069500
2018-10-01,212.399994,217.339996,181.979996,190.259995,165.795441,67294100
2018-11-01,190.610001,209.770004,190.089996,207.919998,181.184555,51077500
2018-12-01,211.210007,211.949997,176.869995,190.539993,167.173279,51330100
2019-01-01,187.820007,200.889999,182.889999,200.300003,175.736343,53042200
2019-02-01,201.490005,211.589996,196.250000,207.389999,181.956879,36859800
2019-03-01,208.809998,210.539993,198.000000,207.779999,183.559448,47486500
2019-04-01,209.889999,219.750000,186.550003,189.509995,167.419144,54909300
2019-05-01,189.490005,189.710007,159.630005,159.750000,141.128220,94604800
2019-06-01,159.750000,174.559998,159.320007,173.339996,154.444290,56451600
2019-07-01,175.460007,187.720001,164.289993,174.720001,155.673859,62576900
2019-08-01,174.789993,177.669998,154.000000,161.720001,144.091003,63267800
2019-09-01,161.399994,172.479996,157.259995,164.399994,147.819183,51261300
2019-10-01,165.000000,169.949997,150.580002,164.990005,148.349670,67405500
2019-11-01,166.940002,176.710007,164.509995,169.770004,152.647568,48543100
2019-12-01,170.160004,179.179993,162.720001,176.419998,160.000198,56394100
2020-01-01,177.679993,182.550003,158.229996,158.660004,143.893158,70685000
2020-02-01,160.029999,165.039993,145.970001,149.240005,135.349884,76349400
2020-03-01,151.339996,154.740005,114.040001,136.509995,124.925812,148771600
2020-04-01,132.000000,163.080002,131.009995,151.919998,139.028137,82315100
2020-05-01,149.300003,159.869995,131.119995,156.440002,143.164597,86438300
2020-06-01,155.949997,169.539993,150.100006,155.990005,144.168640,66961000
2020-07-01,156.339996,163.380005,148.800003,150.470001,139.066956,58634400
2020-08-01,151.089996,167.490005,149.309998,163.020004,150.665894,49418200
2020-09-01,162.169998,173.199997,158.070007,160.179993,149.388596,55968600
2020-10-01,160.669998,173.190002,156.130005,159.960007,149.183441,46219400
2020-11-01,162.190002,179.630005,159.899994,172.729996,161.093094,53743400
2020-12-01,174.220001,177.460007,169.179993,174.789993,164.424484,48793100
2021-01-01,175.000000,187.270004,163.380005,175.660004,165.242920,70122100
2021-02-01,175.970001,182.380005,173.550003,175.059998,164.678482,43290500
2021-03-01,175.699997,196.720001,174.070007,192.679993,182.747192,62921000
2021-04-01,193.250000,203.160004,188.630005,197.139999,186.977295,46436000
2021-05-01,197.990005,208.949997,196.660004,203.039993,192.573135,38086100
2021-06-01,204.979996,206.809998,191.529999,198.630005,189.776810,51315200
2021-07-01,199.449997,203.210007,194.759995,197.940002,189.117538,46026800
2021-08-01,199.070007,202.770004,192.720001,194.740005,186.060196,39822800
2021-09-01,194.550003,195.610001,175.369995,175.419998,168.880707,67361300
2021-10-01,176.250000,183.820007,173.779999,178.679993,172.019165,48240300
2021-11-01,178.529999,186.300003,169.940002,170.039993,163.701248,47901700
2021-12-01,172.550003,179.179993,169.179993,177.630005,172.400024,48332100
2022-01-01,178.320007,181.779999,160.539993,166.020004,161.131836,62345600
2022-02-01,165.589996,169.250000,139.740005,148.649994,144.273270,76136400
2022-03-01,148.580002,153.259995,140.830002,148.880005,145.893280,82899900
2022-04-01,149.630005,153.100006,142.869995,144.220001,141.326767,53719900
2022-05-01,144.509995,154.660004,141.000000,149.289993,146.295044,61814100
2022-06-01,149.330002,149.490005,127.300003,129.410004,128.095428,63792000
2022-07-01,129.410004,145.699997,125.599998,143.240005,141.784943,67099300
2022-08-01,142.149994,152.300003,123.029999,124.349998,123.086830,305095600
2022-09-01,124.300003,126.519997,110.389999,110.500000,110.500000,241792900
2022-10-01,111.690002,126.669998,107.070000,125.790001,125.790001,72887800
2022-11-01,126.769997,129.259995,121.120003,129.149994,129.149994,17701000
